flight_id,flight_no,delay_cause,delay_classification,on_time
5163,PG0470,security_ct,Short delay,False
5164,PG0471,late_aircraft_ct,Short delay,False
5165,PG0471,No delays,On-time,True
5166,PG0472,late_aircraft_ct,Short delay,False
5167,PG0468,No delays,On-time,True
5168,PG0469,late_aircraft_ct,Short delay,False
5169,PG0469,No delays,On-time,True
5170,PG0470,No delays,On-time,True
5171,PG0470,nas_ct,Short delay,False
5172,PG0469,security_ct,Short delay,False
5173,PG0472,late_aircraft_ct,Short delay,False
5174,PG0471,carrier_ct,Short delay,False
5175,PG0472,No delays,On-time,True
5176,PG0471,No delays,On-time,True
5177,PG0470,No delays,On-time,True
5178,PG0470,nas_ct,Short delay,False
5179,PG0470,late_aircraft_ct,Moderate delay,False
5180,PG0469,No delays,On-time,True
5181,PG0469,security_ct,Short delay,False
5182,PG0468,No delays,On-time,True
5183,PG0468,No delays,On-time,True
5184,PG0471,No delays,On-time,True
5185,PG0468,No delays,On-time,True
5186,PG0469,carrier_ct,Short delay,False
5187,PG0470,No delays,On-time,True
5188,PG0471,nas_ct,Short delay,False
5189,PG0472,nas_ct,Moderate delay,False
5190,PG0470,No delays,On-time,True
5191,PG0471,nas_ct,Short delay,False
5192,PG0472,carrier_ct,Short delay,False
5193,PG0472,No delays,On-time,True
5194,PG0468,No delays,On-time,True
5195,PG0469,No delays,On-time,True
5196,PG0469,carrier_ct,Long delay,False
5197,PG0470,No delays,On-time,True
5198,PG0468,No delays,On-time,True
5199,PG0471,nas_ct,Short delay,False
5200,PG0469,No delays,On-time,True
5201,PG0471,No delays,On-time,True
5202,PG0472,No delays,On-time,True
5203,PG0472,carrier_ct,Long delay,False
5204,PG0470,carrier_ct,Long delay,False
5205,PG0471,No delays,On-time,True
5206,PG0468,No delays,On-time,True
5207,PG0472,No delays,On-time,True
5208,PG0470,No delays,On-time,True
5209,PG0469,No delays,On-time,True
5210,PG0471,carrier_ct,Short delay,False
5211,PG0468,No delays,On-time,True
5212,PG0471,No delays,On-time,True
5213,PG0470,security_ct,Short delay,False
5214,PG0468,nas_ct,Moderate delay,False
5215,PG0469,No delays,On-time,True
5216,PG0469,late_aircraft_ct,Short delay,False
5217,PG0470,late_aircraft_ct,Moderate delay,False
5218,PG0471,carrier_ct,Short delay,False
5219,PG0472,security_ct,Short delay,False
5220,PG0472,No delays,On-time,True
5221,PG0468,No delays,On-time,True
5222,PG0470,nas_ct,Short delay,False
5223,PG0468,No delays,On-time,True
5224,PG0469,carrier_ct,Long delay,False
5225,PG0470,No delays,On-time,True
5226,PG0471,weather_ct,Short delay,False
5227,PG0471,No delays,On-time,True
5228,PG0472,nas_ct,Short delay,False
5229,PG0472,No delays,On-time,True
5230,PG0468,security_ct,Short delay,False
5231,PG0469,weather_ct,Short delay,False
5232,PG0470,No delays,On-time,True
5233,PG0471,security_ct,Moderate delay,False
5234,PG0472,carrier_ct,Short delay,False
5235,PG0469,No delays,On-time,True
5236,PG0472,carrier_ct,Short delay,False
5237,PG0471,carrier_ct,Short delay,False
5238,PG0470,late_aircraft_ct,Moderate delay,False
5239,PG0469,nas_ct,Short delay,False
5240,PG0468,weather_ct,Moderate delay,False
5241,PG0472,No delays,On-time,True
5242,PG0277,No delays,On-time,True
5243,PG0277,No delays,On-time,True
5244,PG0277,carrier_ct,Long delay,False
5245,PG0277,carrier_ct,Moderate delay,False
5246,PG0277,security_ct,Short delay,False
5247,PG0277,No delays,On-time,True
5248,PG0277,carrier_ct,Short delay,False
5249,PG0277,No delays,On-time,True
5250,PG0277,No delays,On-time,True
5251,PG0277,late_aircraft_ct,Short delay,False
5252,PG0277,No delays,On-time,True
5253,PG0277,No delays,On-time,True
5254,PG0277,No delays,On-time,True
5255,PG0277,No delays,On-time,True
5256,PG0277,late_aircraft_ct,Short delay,False
5257,PG0277,weather_ct,Short delay,False
5258,PG0277,late_aircraft_ct,Moderate delay,False
5259,PG0277,late_aircraft_ct,Short delay,False
5260,PG0277,No delays,On-time,True
5261,PG0277,security_ct,Short delay,False
5262,PG0277,No delays,On-time,True
5263,PG0277,nas_ct,Moderate delay,False
5264,PG0277,security_ct,Short delay,False
5265,PG0277,No delays,On-time,True
5266,PG0277,security_ct,Short delay,False
5267,PG0277,carrier_ct,Short delay,False
5268,PG0277,No delays,On-time,True
5269,PG0277,nas_ct,Short delay,False
5270,PG0277,security_ct,Short delay,False
5271,PG0277,No delays,On-time,True
5272,PG0277,No delays,On-time,True
5273,PG0277,No delays,On-time,True
5274,PG0277,No delays,On-time,True
5275,PG0277,No delays,On-time,True
5276,PG0277,carrier_ct,Short delay,False
5277,PG0277,No delays,On-time,True
5278,PG0277,No delays,On-time,True
5279,PG0277,No delays,On-time,True
5280,PG0277,security_ct,Short delay,False
5281,PG0277,carrier_ct,Short delay,False
5282,PG0277,security_ct,Short delay,False
5283,PG0277,No delays,On-time,True
5284,PG0277,No delays,On-time,True
5285,PG0277,security_ct,Short delay,False
5286,PG0277,No delays,On-time,True
5287,PG0277,security_ct,Short delay,False
5288,PG0277,late_aircraft_ct,Short delay,False
5289,PG0277,nas_ct,Short delay,False
5290,PG0277,No delays,On-time,True
5291,PG0277,late_aircraft_ct,Short delay,False
5292,PG0277,carrier_ct,Short delay,False
5293,PG0277,security_ct,Short delay,False
5294,PG0277,security_ct,Short delay,False
5295,PG0277,security_ct,Short delay,False
5296,PG0277,security_ct,Short delay,False
5297,PG0277,No delays,On-time,True
5298,PG0277,late_aircraft_ct,Moderate delay,False
5299,PG0277,No delays,On-time,True
5300,PG0277,No delays,On-time,True
5301,PG0277,No delays,On-time,True
5302,PG0277,No delays,On-time,True
5303,PG0225,No delays,On-time,True
5304,PG0225,No delays,On-time,True
5305,PG0225,No delays,On-time,True
5306,PG0225,carrier_ct,Moderate delay,False
5307,PG0225,late_aircraft_ct,Short delay,False
5308,PG0225,No delays,On-time,True
5309,PG0225,No delays,On-time,True
5310,PG0225,No delays,On-time,True
5311,PG0225,nas_ct,Short delay,False
5312,PG0225,No delays,On-time,True
5313,PG0225,nas_ct,Short delay,False
5314,PG0225,carrier_ct,Short delay,False
5315,PG0225,weather_ct,Moderate delay,False
5316,PG0225,No delays,On-time,True
5317,PG0225,No delays,On-time,True
5318,PG0225,carrier_ct,Moderate delay,False
5319,PG0225,No delays,On-time,True
5320,PG0225,security_ct,Short delay,False
5321,PG0225,No delays,On-time,True
5322,PG0225,nas_ct,Short delay,False
5323,PG0225,late_aircraft_ct,Moderate delay,False
5324,PG0225,security_ct,Short delay,False
5325,PG0225,nas_ct,Short delay,False
5326,PG0225,nas_ct,Short delay,False
5327,PG0225,nas_ct,Moderate delay,False
5328,PG0225,security_ct,Short delay,False
5329,PG0225,security_ct,Moderate delay,False
5330,PG0225,nas_ct,Short delay,False
5331,PG0225,No delays,On-time,True
5332,PG0225,No delays,On-time,True
5333,PG0225,No delays,On-time,True
5334,PG0225,late_aircraft_ct,Short delay,False
5335,PG0225,carrier_ct,Moderate delay,False
5336,PG0225,No delays,On-time,True
5337,PG0225,No delays,On-time,True
5338,PG0225,carrier_ct,Short delay,False
5339,PG0225,late_aircraft_ct,Moderate delay,False
5340,PG0225,weather_ct,Short delay,False
5341,PG0225,No delays,On-time,True
5342,PG0225,security_ct,Moderate delay,False
5343,PG0225,carrier_ct,Short delay,False
5344,PG0225,No delays,On-time,True
5345,PG0225,security_ct,Short delay,False
5346,PG0225,nas_ct,Short delay,False
5347,PG0225,nas_ct,Short delay,False
5348,PG0225,No delays,On-time,True
5349,PG0225,carrier_ct,Moderate delay,False
5350,PG0225,No delays,On-time,True
5351,PG0225,No delays,On-time,True
5352,PG0225,No delays,On-time,True
5353,PG0225,No delays,On-time,True
5354,PG0225,No delays,On-time,True
5355,PG0225,No delays,On-time,True
5356,PG0225,No delays,On-time,True
5357,PG0225,weather_ct,Moderate delay,False
5358,PG0225,nas_ct,Short delay,False
5359,PG0225,No delays,On-time,True
5360,PG0225,carrier_ct,Long delay,False
5361,PG0225,late_aircraft_ct,Moderate delay,False
5362,PG0225,late_aircraft_ct,Short delay,False
5363,PG0225,No delays,On-time,True
5364,PG0503,carrier_ct,Long delay,False
5365,PG0503,No delays,On-time,True
5366,PG0503,weather_ct,Short delay,False
5367,PG0503,No delays,On-time,True
5368,PG0503,No delays,On-time,True
5369,PG0503,No delays,On-time,True
5370,PG0503,late_aircraft_ct,Short delay,False
5371,PG0503,No delays,On-time,True
5372,PG0503,No delays,On-time,True
5373,PG0503,security_ct,Moderate delay,False
5374,PG0503,carrier_ct,Moderate delay,False
5375,PG0503,No delays,On-time,True
5376,PG0503,nas_ct,Short delay,False
5377,PG0503,weather_ct,Short delay,False
5378,PG0503,No delays,On-time,True
5379,PG0503,No delays,On-time,True
5380,PG0503,carrier_ct,Short delay,False
5381,PG0503,No delays,On-time,True
5382,PG0503,No delays,On-time,True
5383,PG0503,No delays,On-time,True
5384,PG0503,late_aircraft_ct,Short delay,False
5385,PG0503,No delays,On-time,True
5386,PG0503,No delays,On-time,True
5387,PG0503,No delays,On-time,True
5388,PG0503,No delays,On-time,True
5389,PG0503,weather_ct,Short delay,False
5390,PG0503,security_ct,Short delay,False
5391,PG0503,No delays,On-time,True
5392,PG0503,late_aircraft_ct,Short delay,False
5393,PG0503,No delays,On-time,True
5394,PG0503,late_aircraft_ct,Short delay,False
5395,PG0503,carrier_ct,Moderate delay,False
5396,PG0503,No delays,On-time,True
5397,PG0503,security_ct,Short delay,False
5398,PG0503,No delays,On-time,True
5399,PG0503,No delays,On-time,True
5400,PG0503,late_aircraft_ct,Short delay,False
5401,PG0503,security_ct,Short delay,False
5402,PG0503,No delays,On-time,True
5403,PG0503,security_ct,Moderate delay,False
5404,PG0503,No delays,On-time,True
5405,PG0503,late_aircraft_ct,Short delay,False
5406,PG0503,late_aircraft_ct,Short delay,False
5407,PG0503,No delays,On-time,True
5408,PG0503,weather_ct,Short delay,False
5409,PG0503,No delays,On-time,True
5410,PG0503,carrier_ct,Short delay,False
5411,PG0503,No delays,On-time,True
5412,PG0503,carrier_ct,Short delay,False
5413,PG0503,No delays,On-time,True
5414,PG0503,No delays,On-time,True
5415,PG0503,nas_ct,Short delay,False
5416,PG0503,carrier_ct,Short delay,False
5417,PG0503,No delays,On-time,True
5418,PG0503,weather_ct,Short delay,False
5419,PG0503,No delays,On-time,True
5420,PG0503,No delays,On-time,True
5421,PG0503,No delays,On-time,True
5422,PG0503,No delays,On-time,True
5423,PG0503,No delays,On-time,True
5424,PG0503,No delays,On-time,True
5425,PG0317,No delays,On-time,True
5426,PG0317,security_ct,Short delay,False
5427,PG0317,No delays,On-time,True
5428,PG0317,No delays,On-time,True
5429,PG0317,late_aircraft_ct,Short delay,False
5430,PG0317,No delays,On-time,True
5431,PG0317,No delays,On-time,True
5432,PG0317,No delays,On-time,True
5433,PG0317,carrier_ct,Moderate delay,False
5434,PG0317,carrier_ct,Long delay,False
5435,PG0317,No delays,On-time,True
5436,PG0317,No delays,On-time,True
5437,PG0317,No delays,On-time,True
5438,PG0317,carrier_ct,Short delay,False
5439,PG0317,No delays,On-time,True
5440,PG0317,carrier_ct,Moderate delay,False
5441,PG0317,security_ct,Moderate delay,False
5442,PG0317,carrier_ct,Short delay,False
5443,PG0317,security_ct,Short delay,False
5444,PG0317,security_ct,Short delay,False
5445,PG0317,late_aircraft_ct,Short delay,False
5446,PG0317,late_aircraft_ct,Short delay,False
5447,PG0317,weather_ct,Short delay,False
5448,PG0317,No delays,On-time,True
5449,PG0317,No delays,On-time,True
5450,PG0317,carrier_ct,Short delay,False
5451,PG0317,late_aircraft_ct,Short delay,False
5452,PG0317,No delays,On-time,True
5453,PG0317,No delays,On-time,True
5454,PG0317,weather_ct,Moderate delay,False
5455,PG0317,late_aircraft_ct,Moderate delay,False
5456,PG0317,No delays,On-time,True
5457,PG0317,No delays,On-time,True
5458,PG0317,No delays,On-time,True
5459,PG0317,carrier_ct,Short delay,False
5460,PG0317,carrier_ct,Short delay,False
5461,PG0317,security_ct,Short delay,False
5462,PG0317,No delays,On-time,True
5463,PG0317,carrier_ct,Short delay,False
5464,PG0317,No delays,On-time,True
5465,PG0317,No delays,On-time,True
5466,PG0317,carrier_ct,Moderate delay,False
5467,PG0317,carrier_ct,Short delay,False
5468,PG0317,No delays,On-time,True
5469,PG0317,carrier_ct,Long delay,False
5470,PG0317,No delays,On-time,True
5471,PG0317,security_ct,Short delay,False
5472,PG0317,No delays,On-time,True
5473,PG0317,nas_ct,Short delay,False
5474,PG0317,No delays,On-time,True
5475,PG0317,carrier_ct,Moderate delay,False
5476,PG0317,weather_ct,Short delay,False
5477,PG0317,No delays,On-time,True
5478,PG0317,No delays,On-time,True
5479,PG0317,No delays,On-time,True
5480,PG0317,carrier_ct,Short delay,False
5481,PG0317,late_aircraft_ct,Short delay,False
5482,PG0317,No delays,On-time,True
5483,PG0317,No delays,On-time,True
5484,PG0317,late_aircraft_ct,Short delay,False
5485,PG0317,No delays,On-time,True
5486,PG0529,No delays,On-time,True
5487,PG0529,nas_ct,Short delay,False
5488,PG0529,No delays,On-time,True
5489,PG0529,security_ct,Short delay,False
5490,PG0529,No delays,On-time,True
5491,PG0529,carrier_ct,Short delay,False
5492,PG0529,No delays,On-time,True
5493,PG0529,No delays,On-time,True
5494,PG0529,nas_ct,Short delay,False
5495,PG0529,weather_ct,Moderate delay,False
5496,PG0529,No delays,On-time,True
5497,PG0529,security_ct,Short delay,False
5498,PG0529,late_aircraft_ct,Short delay,False
5499,PG0529,No delays,On-time,True
5500,PG0529,No delays,On-time,True
5501,PG0529,No delays,On-time,True
5503,PG0529,No delays,On-time,True
5504,PG0529,No delays,On-time,True
5505,PG0529,No delays,On-time,True
5506,PG0529,No delays,On-time,True
5507,PG0529,No delays,On-time,True
5508,PG0529,nas_ct,Short delay,False
5509,PG0529,No delays,On-time,True
5510,PG0529,nas_ct,Short delay,False
5511,PG0529,security_ct,Short delay,False
5512,PG0529,No delays,On-time,True
5513,PG0529,late_aircraft_ct,Moderate delay,False
5514,PG0529,No delays,On-time,True
5515,PG0529,carrier_ct,Long delay,False
5516,PG0529,No delays,On-time,True
5517,PG0529,No delays,On-time,True
5518,PG0529,security_ct,Short delay,False
5519,PG0529,weather_ct,Short delay,False
5520,PG0529,No delays,On-time,True
5521,PG0529,No delays,On-time,True
5522,PG0529,late_aircraft_ct,Moderate delay,False
5523,PG0529,No delays,On-time,True
5524,PG0529,No delays,On-time,True
5525,PG0529,security_ct,Short delay,False
5526,PG0529,No delays,On-time,True
5527,PG0529,No delays,On-time,True
5528,PG0529,No delays,On-time,True
5529,PG0529,carrier_ct,Short delay,False
5530,PG0529,security_ct,Short delay,False
5531,PG0529,No delays,On-time,True
5532,PG0529,security_ct,Moderate delay,False
5533,PG0529,late_aircraft_ct,Short delay,False
5534,PG0529,late_aircraft_ct,Moderate delay,False
5535,PG0529,nas_ct,Short delay,False
5536,PG0529,nas_ct,Short delay,False
5537,PG0529,No delays,On-time,True
5538,PG0529,late_aircraft_ct,Moderate delay,False
5539,PG0529,carrier_ct,Moderate delay,False
5540,PG0529,No delays,On-time,True
5541,PG0529,late_aircraft_ct,Short delay,False
5542,PG0529,No delays,On-time,True
5543,PG0529,nas_ct,Short delay,False
5544,PG0529,No delays,On-time,True
5545,PG0529,No delays,On-time,True
5546,PG0529,No delays,On-time,True
5547,PG0547,carrier_ct,Moderate delay,False
5548,PG0547,No delays,On-time,True
5549,PG0547,No delays,On-time,True
5550,PG0547,late_aircraft_ct,Short delay,False
5551,PG0547,No delays,On-time,True
5552,PG0547,No delays,On-time,True
5553,PG0547,late_aircraft_ct,Short delay,False
5554,PG0547,No delays,On-time,True
5555,PG0547,No delays,On-time,True
5556,PG0547,No delays,On-time,True
5557,PG0547,nas_ct,Short delay,False
5558,PG0547,No delays,On-time,True
5559,PG0547,No delays,On-time,True
5560,PG0547,No delays,On-time,True
5561,PG0547,carrier_ct,Short delay,False
5562,PG0547,weather_ct,Short delay,False
5563,PG0547,No delays,On-time,True
5564,PG0547,No delays,On-time,True
5565,PG0547,No delays,On-time,True
5566,PG0547,No delays,On-time,True
5567,PG0547,carrier_ct,Short delay,False
5568,PG0547,No delays,On-time,True
5569,PG0547,weather_ct,Short delay,False
5570,PG0547,nas_ct,Short delay,False
5571,PG0547,late_aircraft_ct,Short delay,False
5572,PG0547,nas_ct,Short delay,False
5573,PG0547,No delays,On-time,True
5574,PG0547,late_aircraft_ct,Short delay,False
5575,PG0547,No delays,On-time,True
5576,PG0547,No delays,On-time,True
5577,PG0547,late_aircraft_ct,Short delay,False
5578,PG0547,carrier_ct,Short delay,False
5579,PG0547,security_ct,Short delay,False
5580,PG0547,carrier_ct,Short delay,False
5581,PG0547,No delays,On-time,True
5582,PG0547,weather_ct,Short delay,False
5583,PG0547,No delays,On-time,True
5584,PG0547,No delays,On-time,True
5585,PG0547,security_ct,Moderate delay,False
5586,PG0547,No delays,On-time,True
5587,PG0547,nas_ct,Short delay,False
5588,PG0547,nas_ct,Short delay,False
5589,PG0547,carrier_ct,Moderate delay,False
5590,PG0547,No delays,On-time,True
5591,PG0547,No delays,On-time,True
5592,PG0547,carrier_ct,Short delay,False
5593,PG0547,No delays,On-time,True
5594,PG0547,security_ct,Short delay,False
5595,PG0547,No delays,On-time,True
5596,PG0547,No delays,On-time,True
5597,PG0547,No delays,On-time,True
5598,PG0547,nas_ct,Short delay,False
5599,PG0547,No delays,On-time,True
5600,PG0547,carrier_ct,Moderate delay,False
5601,PG0547,carrier_ct,Moderate delay,False
5602,PG0547,weather_ct,Short delay,False
5603,PG0547,security_ct,Short delay,False
5604,PG0547,carrier_ct,Short delay,False
5605,PG0547,No delays,On-time,True
5606,PG0547,late_aircraft_ct,Moderate delay,False
5607,PG0547,nas_ct,Short delay,False
5608,PG0174,security_ct,Short delay,False
5609,PG0174,security_ct,Short delay,False
5610,PG0174,No delays,On-time,True
5611,PG0174,No delays,On-time,True
5612,PG0174,No delays,On-time,True
5613,PG0174,nas_ct,Moderate delay,False
5614,PG0174,No delays,On-time,True
5615,PG0174,No delays,On-time,True
5616,PG0174,nas_ct,Short delay,False
5617,PG0174,No delays,On-time,True
5618,PG0174,carrier_ct,Short delay,False
5619,PG0174,carrier_ct,Long delay,False
5620,PG0174,No delays,On-time,True
5621,PG0174,No delays,On-time,True
5622,PG0174,carrier_ct,Short delay,False
5623,PG0174,security_ct,Short delay,False
5624,PG0174,No delays,On-time,True
5625,PG0174,security_ct,Short delay,False
5626,PG0174,late_aircraft_ct,Short delay,False
5627,PG0174,nas_ct,Short delay,False
5628,PG0174,No delays,On-time,True
5629,PG0174,No delays,On-time,True
5630,PG0174,carrier_ct,Short delay,False
5631,PG0174,No delays,On-time,True
5632,PG0174,nas_ct,Short delay,False
5633,PG0174,late_aircraft_ct,Moderate delay,False
5634,PG0174,No delays,On-time,True
5635,PG0174,late_aircraft_ct,Short delay,False
5636,PG0174,No delays,On-time,True
5637,PG0174,No delays,On-time,True
5638,PG0174,late_aircraft_ct,Short delay,False
5639,PG0174,weather_ct,Short delay,False
5640,PG0174,No delays,On-time,True
5641,PG0174,weather_ct,Short delay,False
5642,PG0174,No delays,On-time,True
5643,PG0174,No delays,On-time,True
5644,PG0174,weather_ct,Short delay,False
5645,PG0174,No delays,On-time,True
5646,PG0174,security_ct,Short delay,False
5647,PG0174,No delays,On-time,True
5648,PG0174,carrier_ct,Long delay,False
5649,PG0174,No delays,On-time,True
5650,PG0174,carrier_ct,Short delay,False
5651,PG0174,No delays,On-time,True
5652,PG0174,No delays,On-time,True
5653,PG0174,weather_ct,Moderate delay,False
5654,PG0174,late_aircraft_ct,Short delay,False
5655,PG0174,No delays,On-time,True
5656,PG0174,No delays,On-time,True
5657,PG0174,No delays,On-time,True
5658,PG0174,security_ct,Moderate delay,False
5659,PG0174,nas_ct,Short delay,False
5660,PG0174,No delays,On-time,True
5661,PG0174,nas_ct,Short delay,False
5662,PG0174,security_ct,Short delay,False
5663,PG0174,No delays,On-time,True
5664,PG0174,nas_ct,Short delay,False
5665,PG0174,security_ct,Short delay,False
5666,PG0174,carrier_ct,Short delay,False
5667,PG0174,No delays,On-time,True
5668,PG0174,security_ct,Short delay,False
5669,PG0152,No delays,On-time,True
5670,PG0152,weather_ct,Short delay,False
5671,PG0152,No delays,On-time,True
5672,PG0152,No delays,On-time,True
5673,PG0152,No delays,On-time,True
5674,PG0152,No delays,On-time,True
5675,PG0152,No delays,On-time,True
5676,PG0152,No delays,On-time,True
5677,PG0152,nas_ct,Short delay,False
5678,PG0152,No delays,On-time,True
5679,PG0152,No delays,On-time,True
5680,PG0152,carrier_ct,Moderate delay,False
5681,PG0152,No delays,On-time,True
5682,PG0152,security_ct,Short delay,False
5683,PG0152,late_aircraft_ct,Short delay,False
5684,PG0152,No delays,On-time,True
5685,PG0152,carrier_ct,Short delay,False
5686,PG0152,No delays,On-time,True
5687,PG0152,late_aircraft_ct,Short delay,False
5688,PG0152,No delays,On-time,True
5689,PG0152,carrier_ct,Long delay,False
5690,PG0152,late_aircraft_ct,Moderate delay,False
5691,PG0152,security_ct,Short delay,False
5692,PG0152,No delays,On-time,True
5693,PG0152,No delays,On-time,True
5694,PG0152,weather_ct,Short delay,False
5695,PG0152,No delays,On-time,True
5696,PG0152,carrier_ct,Moderate delay,False
5697,PG0152,security_ct,Short delay,False
5698,PG0152,carrier_ct,Long delay,False
5699,PG0152,nas_ct,Short delay,False
5700,PG0152,security_ct,Short delay,False
5701,PG0152,security_ct,Short delay,False
5702,PG0152,No delays,On-time,True
5703,PG0152,weather_ct,Short delay,False
5704,PG0152,security_ct,Short delay,False
5705,PG0152,No delays,On-time,True
5706,PG0152,security_ct,Moderate delay,False
5707,PG0152,carrier_ct,Short delay,False
5708,PG0152,nas_ct,Short delay,False
5709,PG0152,carrier_ct,Short delay,False
5710,PG0152,No delays,On-time,True
5711,PG0152,weather_ct,Short delay,False
5712,PG0152,No delays,On-time,True
5713,PG0152,carrier_ct,Short delay,False
5714,PG0152,No delays,On-time,True
5715,PG0152,No delays,On-time,True
5716,PG0152,No delays,On-time,True
5717,PG0152,security_ct,Short delay,False
5718,PG0152,security_ct,Short delay,False
5719,PG0152,No delays,On-time,True
5720,PG0152,No delays,On-time,True
5721,PG0152,carrier_ct,Short delay,False
5722,PG0152,security_ct,Short delay,False
5723,PG0152,No delays,On-time,True
5724,PG0152,No delays,On-time,True
5725,PG0152,No delays,On-time,True
5726,PG0152,late_aircraft_ct,Moderate delay,False
5727,PG0152,No delays,On-time,True
5728,PG0152,nas_ct,Short delay,False
5729,PG0152,carrier_ct,Short delay,False
5730,PG0456,No delays,On-time,True
5731,PG0457,carrier_ct,Short delay,False
5732,PG0457,No delays,On-time,True
5733,PG0456,nas_ct,Short delay,False
5734,PG0456,weather_ct,Short delay,False
5735,PG0457,No delays,On-time,True
5736,PG0456,No delays,On-time,True
5737,PG0456,No delays,On-time,True
5738,PG0457,nas_ct,Short delay,False
5739,PG0457,carrier_ct,Short delay,False
5740,PG0456,No delays,On-time,True
5741,PG0457,No delays,On-time,True
5742,PG0456,security_ct,Short delay,False
5743,PG0457,weather_ct,Moderate delay,False
5744,PG0456,No delays,On-time,True
5745,PG0456,carrier_ct,Short delay,False
5746,PG0457,nas_ct,Short delay,False
5747,PG0457,late_aircraft_ct,Moderate delay,False
5748,PG0456,No delays,On-time,True
5749,PG0457,No delays,On-time,True
5750,PG0457,No delays,On-time,True
5751,PG0456,nas_ct,Short delay,False
5752,PG0457,security_ct,Short delay,False
5753,PG0456,nas_ct,Short delay,False
5754,PG0457,carrier_ct,Long delay,False
5755,PG0456,No delays,On-time,True
5756,PG0456,No delays,On-time,True
5757,PG0457,late_aircraft_ct,Short delay,False
5758,PG0457,security_ct,Short delay,False
5759,PG0456,No delays,On-time,True
5760,PG0456,security_ct,Short delay,False
5761,PG0456,No delays,On-time,True
5762,PG0457,No delays,On-time,True
5763,PG0456,nas_ct,Short delay,False
5764,PG0456,carrier_ct,Short delay,False
5765,PG0456,late_aircraft_ct,Short delay,False
5766,PG0457,No delays,On-time,True
5767,PG0457,carrier_ct,Short delay,False
5768,PG0456,No delays,On-time,True
5769,PG0457,late_aircraft_ct,Short delay,False
5770,PG0457,nas_ct,Moderate delay,False
5771,PG0457,No delays,On-time,True
5772,PG0457,late_aircraft_ct,Short delay,False
5773,PG0457,weather_ct,Short delay,False
5774,PG0456,No delays,On-time,True
5775,PG0456,security_ct,Short delay,False
5776,PG0457,security_ct,Moderate delay,False
5777,PG0456,No delays,On-time,True
5778,PG0457,nas_ct,Short delay,False
5779,PG0457,carrier_ct,Moderate delay,False
5780,PG0457,No delays,On-time,True
5781,PG0456,late_aircraft_ct,Short delay,False
5782,PG0457,No delays,On-time,True
5783,PG0457,No delays,On-time,True
5784,PG0456,No delays,On-time,True
5785,PG0457,nas_ct,Short delay,False
5786,PG0456,No delays,On-time,True
5787,PG0457,carrier_ct,Moderate delay,False
5788,PG0456,No delays,On-time,True
5789,PG0456,carrier_ct,Short delay,False
5790,PG0456,No delays,On-time,True
5791,PG0456,No delays,On-time,True
5792,PG0457,No delays,On-time,True
5793,PG0457,No delays,On-time,True
5794,PG0457,No delays,On-time,True
5795,PG0456,No delays,On-time,True
5796,PG0456,nas_ct,Short delay,False
5797,PG0457,carrier_ct,Moderate delay,False
5798,PG0457,No delays,On-time,True
5799,PG0456,No delays,On-time,True
5800,PG0457,No delays,On-time,True
5801,PG0456,security_ct,Short delay,False
5802,PG0456,No delays,On-time,True
5803,PG0456,security_ct,Short delay,False
5804,PG0456,No delays,On-time,True
5805,PG0457,nas_ct,Short delay,False
5806,PG0456,No delays,On-time,True
5807,PG0457,late_aircraft_ct,Short delay,False
5808,PG0457,No delays,On-time,True
5809,PG0456,security_ct,Short delay,False
5810,PG0457,No delays,On-time,True
5811,PG0457,weather_ct,Short delay,False
5812,PG0456,No delays,On-time,True
5813,PG0456,nas_ct,Short delay,False
5814,PG0457,No delays,On-time,True
5815,PG0456,late_aircraft_ct,Moderate delay,False
5816,PG0456,nas_ct,Short delay,False
5817,PG0457,No delays,On-time,True
5818,PG0457,security_ct,Moderate delay,False
5819,PG0456,No delays,On-time,True
5820,PG0457,security_ct,Short delay,False
5821,PG0457,No delays,On-time,True
5822,PG0456,security_ct,Short delay,False
5823,PG0457,nas_ct,Moderate delay,False
5824,PG0456,No delays,On-time,True
5825,PG0456,security_ct,Short delay,False
5826,PG0457,No delays,On-time,True
5827,PG0457,No delays,On-time,True
5828,PG0456,No delays,On-time,True
5829,PG0457,No delays,On-time,True
5830,PG0457,security_ct,Short delay,False
5831,PG0457,No delays,On-time,True
5832,PG0456,No delays,On-time,True
5833,PG0457,security_ct,Short delay,False
5834,PG0456,No delays,On-time,True
5835,PG0456,weather_ct,Short delay,False
5836,PG0457,carrier_ct,Short delay,False
5837,PG0457,No delays,On-time,True
5838,PG0456,No delays,On-time,True
5839,PG0456,No delays,On-time,True
5840,PG0456,security_ct,Short delay,False
5841,PG0456,weather_ct,Short delay,False
5842,PG0456,nas_ct,Short delay,False
5843,PG0456,No delays,On-time,True
5844,PG0456,carrier_ct,Short delay,False
5845,PG0457,late_aircraft_ct,Moderate delay,False
5846,PG0457,carrier_ct,Short delay,False
5847,PG0457,carrier_ct,Short delay,False
5848,PG0457,carrier_ct,Short delay,False
5849,PG0456,No delays,On-time,True
5850,PG0457,carrier_ct,Long delay,False
5851,PG0456,No delays,On-time,True
5852,PG0496,carrier_ct,Moderate delay,False
5853,PG0496,security_ct,Moderate delay,False
5854,PG0496,No delays,On-time,True
5855,PG0496,No delays,On-time,True
5856,PG0496,No delays,On-time,True
5857,PG0496,carrier_ct,Long delay,False
5858,PG0496,nas_ct,Moderate delay,False
